CdStationMesureEauxSurface;LbStationMesureEauxSurface;DurStationMesureEauxSurface;CoordXStationMesureEauxSurface;CoordYStationMesureEauxSurface;CdProjStationMesureEauxSurface;LibelleProjection;CodeCommune;LbCommune;CodeDepartement;LbDepartement;CodeRegion;LbRegion;CdMasseDEau;CdEuMasseDEau;NomMasseDEau;CdEuSsBassinDCEAdmin;NomSsBassinDCEAdmin;CdBassinDCE;CdEuBassinDCE;NomEuBassinDCE;CdTronconHydrographique;CdCoursdEau;NomCoursdEau;CodeTypEthStationMesureEauxSurface;LibelleTypEthStationMesureEauxSurface;ComStationMesureEauxSurface;DateCreationStationMesureEauxSurface;DateArretActiviteStationMesureEauxSurface;DateMAJInfosStationMesureEauxSurface;FinaliteStationMesureEauxSurface;LocPreciseStationMesureEauxSurface;CodeNatureStationMesureEauxSurface;LibelleNatureStationMesureEauxSurface;AltitudePointCaracteritisque;PkPointTronconEntiteHydroPrincipale;PremierMoisAnneeEtiage;SuperficieBassinVersantReel;SuperficieBassinVersantTopo
02032000;LA BRUCHE À GRESSWILLER;;1027372;6835313;26;RGF93 / Lambert 93;67313;Mutzig;67;Bas-Rhin;44;Grand Est;CR90;;;;;;;;A2760110;A2--0110;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2021-12-01;;LA BRUCHE À GRESSWILLER;0;Nature de la station inconnue;193;;;;434.06
02032800;LA MOSSIG À ROMANSWILLER;;1021951;6846056;26;RGF93 / Lambert 93;67408;Romanswiller;67;Bas-Rhin;44;Grand Est;CR145;;;;;;;;A2800200;A28-0200;;2;Station qualité située sur un cours d'eau;;2000-01-01;2025-12-31;2023-03-14;;LA MOSSIG À ROMANSWILLER;0;Nature de la station inconnue;251;;;;37.68
02035000;LA MOSSIG À SOULTZ-LES-BAINS;;1030984;6839706;26;RGF93 / Lambert 93;67473;Soultz-les-Bains;67;Bas-Rhin;44;Grand Est;CR146;;;;;;;;A2840200;A28-0200;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2022-04-04;;LA MOSSIG À SOULTZ-LES-BAINS;0;Nature de la station inconnue;171;;;;167.6
02035500;LA BRUCHE À WOLXHEIM;;1032901;6839080;26;RGF93 / Lambert 93;67554;Wolxheim;67;Bas-Rhin;44;Grand Est;CR91;;;;;;;;A2850110;A2--0110;;2;Station qualité située sur un cours d'eau;;1992-01-01;2018-12-31;2020-01-30;;LA BRUCHE À WOLXHEIM;0;Nature de la station inconnue;164;;;;
02036000;LA BRUCHE À HOLTZHEIM;;1042006;6838801;26;RGF93 / Lambert 93;67212;Holtzheim;67;Bas-Rhin;44;Grand Est;CR91;;;;;;;;A2860110;A2--0110;;2;Station qualité située sur un cours d'eau;;1967-01-01;;2023-03-16;;LA BRUCHE À HOLTZHEIM;0;Nature de la station inconnue;149;;;;492.8
02036230;LE CANAL DE LA BRUCHE DECLASSÉ À ERNOLSHEIM-BRUCHE;;1036791;6838498;26;RGF93 / Lambert 93;67128;Ernolsheim-Bruche;67;Bas-Rhin;44;Grand Est;CR148;;;;;;;;A2860692;A2860692;;2;Station qualité située sur un cours d'eau;;1995-01-01;2018-12-31;2019-11-06;;LE CANAL DE LA BRUCHE DECLASSÉ À ERNOLSHEIM-BRUCHE;0;Nature de la station inconnue;159;;;;
02036250;LE CANAL DE LA BRUCHE DECLASSÉ À ACHENHEIM;;1041229;6840700;26;RGF93 / Lambert 93;67001;Achenheim;67;Bas-Rhin;44;Grand Est;CR148;;;;;;;;A2860692;A2860692;;2;Station qualité située sur un cours d'eau;;1997-01-01;;2022-04-04;;LE CANAL DE LA BRUCHE DECLASSÉ À ACHENHEIM;0;Nature de la station inconnue;150;;;;183.2
02036260;LE CANAL DE LA BRUCHE DECLASSE À WOLFISHEIM;;1044023;6841245;26;RGF93 / Lambert 93;67551;Wolfisheim;67;Bas-Rhin;44;Grand Est;CR148;;;;;;;;A2860692;A2860692;;2;Station qualité située sur un cours d'eau;;2008-01-01;2018-12-31;2019-11-06;;LE CANAL DE LA BRUCHE DECLASSE À WOLFISHEIM;0;Nature de la station inconnue;145;;;;
02036265;LE MUHLBACH À BREUSCHWICKERSHEIM;;1039795;6840733;26;RGF93 / Lambert 93;67065;Breuschwickersheim;67;Bas-Rhin;44;Grand Est;CR149;;;;;;;;A2860760;A2860760;;2;Station qualité située sur un cours d'eau;Point en amont de la station du RID (station ouverte en 2008 et localisée dans le village voisin d'Achenheim). Par rapport au point RID, point d'avantage représentatif de la masse d'eau et du RNAB (macropolluants + hydromorpho) du fait de sa situation au milieu des champs, plus accessible et plus facile à trouver (point RID dans un lotissement, ruisseau au milieu de jardins privés, accès au ruisseau via une partie privative (?) entre 2 maisons et 2 bateaux visiblement entreposés là depuis un certain temps).;2008-01-01;;2023-09-25;;LE MUHLBACH À BREUSCHWICKERSHEIM;0;Nature de la station inconnue;156;;;;
02036500;LE RHIN TORDU À STRASBOURG;;1050765;6839336;26;RGF93 / Lambert 93;67482;Strasbourg;67;Bas-Rhin;44;Grand Est;CR150;;;;;;;;A2870302;A2870302;;2;Station qualité située sur un cours d'eau;;1992-01-01;;2022-07-01;;LE RHIN TORDU À STRASBOURG;0;Nature de la station inconnue;140;;;;
02037000;L'ILL À STRASBOURG;;1048334;6840592;26;RGF93 / Lambert 93;67482;Strasbourg;67;Bas-Rhin;44;Grand Est;CR22;;;;;;;;A2870030;A---0030;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2022-03-08;;L'ILL À STRASBOURG;0;Nature de la station inconnue;138;;;;4631.8
02037300;LA SOUFFEL À QUATZENHEIM;;1036942;6846225;26;RGF93 / Lambert 93;67382;Quatzenheim;67;Bas-Rhin;44;Grand Est;CR151;;;;;;;;A2900200;A29-0200;;2;Station qualité située sur un cours d'eau;;1986-01-01;2018-12-31;2019-11-05;;LA SOUFFEL À QUATZENHEIM;0;Nature de la station inconnue;160;;;;16.48
02037335;LA SOUFFEL À STUTZHEIM-OFFENHEIM;;1040345;6846641;26;RGF93 / Lambert 93;67485;Stutzheim-Offenheim;67;Bas-Rhin;44;Grand Est;CR151;;;;;;;;A2910200;A29-0200;;2;Station qualité située sur un cours d'eau;;1986-09-01;;2022-02-10;;LA SOUFFEL À STUTZHEIM-OFFENHEIM;0;Nature de la station inconnue;153;;;;
02037350;LA SOUFFEL À GRIESHEIM-SUR-SOUFFEL;;1043575;6847120;26;RGF93 / Lambert 93;67173;Griesheim-sur-Souffel;67;Bas-Rhin;44;Grand Est;CR151;;;;;;;;A2910200;A29-0200;;2;Station qualité située sur un cours d'eau;Données provisoire;1986-01-01;;2022-02-10;Evaluation;LA SOUFFEL À GRIESHEIM-SUR-SOUFFEL;0;Nature de la station inconnue;148;;;;
02037375;LE RUISSEAU DE MUSAU À ITTENHEIM (HURTIGHEIMER STRASSE));;1041385;6844327;26;RGF93 / Lambert 93;67226;Ittenheim;67;Bas-Rhin;44;Grand Est;CR151;;;;;;;;A2910310;A2910310;;2;Station qualité située sur un cours d'eau;;1986-09-01;;2017-11-16;;LE RUISSEAU DE MUSAU À ITTENHEIM (HURTIGHEIMER STRASSE));0;Nature de la station inconnue;162;;;;
02037400;LA SOUFFEL À MUNDOLSHEIM (AMONT);;1046388;6848472;26;RGF93 / Lambert 93;67309;Mundolsheim;67;Bas-Rhin;44;Grand Est;CR151;;;;;;;;A2920200;A29-0200;;2;Station qualité située sur un cours d'eau;;1986-09-01;;2023-03-16;;LA SOUFFEL À MUNDOLSHEIM (AMONT);0;Nature de la station inconnue;142;;;;70.55
02037435;LE LEISBACH À TRUCHTERSHEIM (SONNENBERG);;1037357;6850582;26;RGF93 / Lambert 93;67495;Truchtersheim;67;Bas-Rhin;44;Grand Est;;;;;;;;;A2920300;A2920300;;2;Station qualité située sur un cours d'eau;;2019-01-01;2022-12-31;2022-02-10;;LE LEISBACH À TRUCHTERSHEIM (SONNENBERG);0;Nature de la station inconnue;177.86;;;;
02037440;LE LEISBACH À TRUCHTERSHEIM;;1039092;6849068;26;RGF93 / Lambert 93;67495;Truchtersheim;67;Bas-Rhin;44;Grand Est;CR151;;;;;;;;A2920300;A2920300;;2;Station qualité située sur un cours d'eau;;1986-09-01;2022-12-31;2022-02-10;;LE LEISBACH À TRUCHTERSHEIM;0;Nature de la station inconnue;160;;;;
02037450;LE LEISBACH À PFULGRIESHEIM;;1043707;6848294;26;RGF93 / Lambert 93;67375;Pfulgriesheim;67;Bas-Rhin;44;Grand Est;CR151;;;;;;;;A2920300;A2920300;;2;Station qualité située sur un cours d'eau;;2000-01-01;;2022-02-10;;LE LEISBACH À PFULGRIESHEIM;0;Nature de la station inconnue;148;;;;21.34
02037455;LE LEISBACH À LAMPERTHEIM;;1046015;6848834;26;RGF93 / Lambert 93;67256;Lampertheim;67;Bas-Rhin;44;Grand Est;CR151;;;;;;;;A2920300;A2920300;;2;Station qualité située sur un cours d'eau;;1986-09-01;2023-12-31;2022-11-22;;LE LEISBACH À LAMPERTHEIM;0;Nature de la station inconnue;142;;;;
02037472;LE KOLBSENBACH À PFETTISHEIM (AVAL);;1042703;6849763;26;RGF93 / Lambert 93;67495;Truchtersheim;67;Bas-Rhin;44;Grand Est;CR151;;;;;;;;A2920430;A2920430;;2;Station qualité située sur un cours d'eau;;1986-09-01;;2022-12-02;;LE KOLBSENBACH À PFETTISHEIM (AVAL);0;Nature de la station inconnue;153;;;;
02037494;LE KOLBSENBACH À LAMPERTHEIM;;1046016;6848926;26;RGF93 / Lambert 93;67256;Lampertheim;67;Bas-Rhin;44;Grand Est;CR151;;;;;;;;A2920430;A2920430;;2;Station qualité située sur un cours d'eau;;1986-09-01;2023-12-31;2022-11-22;;LE KOLBSENBACH À LAMPERTHEIM;0;Nature de la station inconnue;141;;;;
02037500;LA SOUFFEL À MUNDOLSHEIM;;1048030;6848205;26;RGF93 / Lambert 93;67309;Mundolsheim;67;Bas-Rhin;44;Grand Est;CR151;;;;;;;;A2930200;A29-0200;;2;Station qualité située sur un cours d'eau;;1986-01-01;;2023-09-25;;LA SOUFFEL À MUNDOLSHEIM;0;Nature de la station inconnue;141;;;;122
02038000;L'ILL À LA WANTZENAU;;1055615;6850263;26;RGF93 / Lambert 93;67519;La Wantzenau;67;Bas-Rhin;44;Grand Est;CR22;;;;;;;;A2940030;A---0030;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2023-04-04;Evaluation Sortie U. Réf. SAGE;L'ILL À LA WANTZENAU;0;Nature de la station inconnue;130;;;;4853.8
02040742;LE RUISSEAU DE GITZENTHAL À WINGEN-SUR-MODER;;1019520;6878889;26;RGF93 / Lambert 93;67538;Wingen-sur-Moder;67;Bas-Rhin;44;Grand Est;;;;;;;;;;;;2;Station qualité située sur un cours d'eau;;2016-01-01;2018-12-31;2023-09-15;;LE RUISSEAU DE GITZENTHAL À WINGEN-SUR-MODER;0;Nature de la station inconnue;240;;;;
02040800;LA MODER À WIMMENAU;;1023588;6877060;26;RGF93 / Lambert 93;67535;Wimmenau;67;Bas-Rhin;44;Grand Est;CR152;;;;;;;;A3110100;A3--0100;;2;Station qualité située sur un cours d'eau;;2000-01-01;2025-12-31;2022-04-07;;LA MODER À WIMMENAU;0;Nature de la station inconnue;205;;;;45.76
02041000;LA MODER À INGWILLER;;1028481;6873622;26;RGF93 / Lambert 93;67222;Ingwiller;67;Bas-Rhin;44;Grand Est;CR153;;;;;;;;A3120100;A3--0100;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2018-05-07;;LA MODER À INGWILLER;0;Nature de la station inconnue;189;;;;94
02041100;LA MODER À MENCHHOFFEN;;1030846;6871287;26;RGF93 / Lambert 93;67289;Menchhoffen;67;Bas-Rhin;44;Grand Est;CR153;;;;;;;;A3120100;A3--0100;;2;Station qualité située sur un cours d'eau;;1990-01-01;2026-12-31;2023-01-12;;LA MODER À MENCHHOFFEN;0;Nature de la station inconnue;180;;;;132.66
02041230;LE WAPPACHGRABEN À OBERMODERN-ZUTZENDORF;;1034613;6870151;26;RGF93 / Lambert 93;67347;Obermodern-Zutzendorf;67;Bas-Rhin;44;Grand Est;CR163;;;;;;;;A3120760;A3120760;;2;Station qualité située sur un cours d'eau;;2008-01-01;;2023-09-25;;LE WAPPACHGRABEN À OBERMODERN-ZUTZENDORF;0;Nature de la station inconnue;175;;;;
02041300;LE ROTHBACH À ROTHBACH;;1032301;6876136;26;RGF93 / Lambert 93;67415;Rothbach;67;Bas-Rhin;44;Grand Est;CR162;;;;;;;;A3140200;A31-0200;;2;Station qualité située sur un cours d'eau;;2000-01-01;2018-12-31;2019-11-05;;LE ROTHBACH À ROTHBACH;0;Nature de la station inconnue;187;;;;50.82
02041650;LA ZINSEL DU NORD À ZINSWILLER;;1036384;6878514;26;RGF93 / Lambert 93;67340;Oberbronn;67;Bas-Rhin;44;Grand Est;CR165;;;;;;;;A3210200;A32-0200;;2;Station qualité située sur un cours d'eau;Station sélectionnée dans le sous-réseau "RCS pesticides 25%";1993-01-01;;2022-01-24;;LA ZINSEL DU NORD À ZINSWILLER;0;Nature de la station inconnue;181;;;;87.94
02041670;LE FALKENSTEINBACH À PHILIPPSBOURG (AMONT);;1029633;6887542;26;RGF93 / Lambert 93;57541;Philippsbourg;57;Moselle;44;Grand Est;CR167;;;;;;;;A3220210;A32-0210;;2;Station qualité située sur un cours d'eau;;2016-04-01;2022-12-31;2023-09-15;;LE FALKENSTEINBACH À PHILIPPSBOURG (AMONT);0;Nature de la station inconnue;235;;;;
02041700;LE FALKENSTEINBACH À NIEDERBRONN-LES-BAINS;;1036169;6883505;26;RGF93 / Lambert 93;67324;Niederbronn-les-Bains;67;Bas-Rhin;44;Grand Est;CR167;;;;;;;;A3220210;A32-0210;;2;Station qualité située sur un cours d'eau;Modification du nom le 03/08/2011 par JMB pour mise en accord avec toponyme CARTHAGE. Remplacement de "FALKENSTEINERBACH" par "FALKENSTEINBACH".;2002-01-01;2026-12-31;2023-08-23;;LE FALKENSTEINBACH À NIEDERBRONN-LES-BAINS;0;Nature de la station inconnue;205;;;;
02041720;LE FALKENSTEINBACH À REICHSHOFFEN;;1041318;6880453;26;RGF93 / Lambert 93;67388;Reichshoffen;67;Bas-Rhin;44;Grand Est;CR168;;;;;;;;A3220210;A32-0210;;2;Station qualité située sur un cours d'eau;Modification du nom le 03/08/2011 par JMB pour mise en accord avec toponyme CARTHAGE. Remplacement de "FALKENSTEINERBACH" par "FALKENSTEINBACH".\nDonnées provisoire;2010-01-01;;2023-03-17;Evaluation;LE FALKENSTEINBACH À REICHSHOFFEN;0;Nature de la station inconnue;180;;;;
02041735;LE ROTHENBACH À STURZELBRONN (GRAFENWEIHER);;1036616;6890088;26;RGF93 / Lambert 93;57661;Sturzelbronn;57;Moselle;44;Grand Est;CR169;;;;;;;;A3230470;A3230470;;2;Station qualité située sur un cours d'eau;;2011-01-01;2023-12-31;2023-09-15;;LE ROTHENBACH À STURZELBRONN (GRAFENWEIHER);0;Nature de la station inconnue;231;7.1;;;
02041739;LE SCHWARZBACH À DAMBACH;;1037678;6889603;26;RGF93 / Lambert 93;67083;Dambach;67;Bas-Rhin;44;Grand Est;CR169;;;;;;;;A3230220;A32-0220;;2;Station qualité située sur un cours d'eau;;2014-01-01;2018-12-31;2023-09-15;;LE SCHWARZBACH À DAMBACH;0;Nature de la station inconnue;227;;;;
02041741;LE SCHWARZBACH À WINDSTEIN (AMONT);;1041849;6886803;26;RGF93 / Lambert 93;67536;Windstein;67;Bas-Rhin;44;Grand Est;CR169;;;;;;;;A3240220;A32-0220;;2;Station qualité située sur un cours d'eau;;2016-04-01;2026-12-31;2023-09-15;;LE SCHWARZBACH À WINDSTEIN (AMONT);0;Nature de la station inconnue;215;;;;
02041746;LE SCHWARZBACH À NIEDERBRONN-LES-BAINS;;1043077;6883568;26;RGF93 / Lambert 93;67388;Reichshoffen;67;Bas-Rhin;44;Grand Est;CR169;;;;;;;;A3240220;A32-0220;;2;Station qualité située sur un cours d'eau;;2006-01-01;2022-12-31;2022-07-21;;LE SCHWARZBACH À NIEDERBRONN-LES-BAINS;0;Nature de la station inconnue;195;;;;
02041748;LE MODERSKLAMM À REICHSHOFFEN;;1043274;6882568;26;RGF93 / Lambert 93;67388;Reichshoffen;67;Bas-Rhin;44;Grand Est;;;;;;;;;;;;2;Station qualité située sur un cours d'eau;;2020-01-01;2020-12-31;2019-11-14;;LE MODERSKLAMM À REICHSHOFFEN;0;Nature de la station inconnue;195;;;;
02041750;LE SCHWARZBACH À REICHSHOFFEN;;1042054;6881616;26;RGF93 / Lambert 93;67388;Reichshoffen;67;Bas-Rhin;44;Grand Est;CR169;;;;;;;;A3240220;A32-0220;;2;Station qualité située sur un cours d'eau;;1997-01-01;;2023-03-16;;LE SCHWARZBACH À REICHSHOFFEN;0;Nature de la station inconnue;184;;;;97.41
02041850;LE FALKENSTEINBACH À GUNDERSHOFFEN;;1041228;6876229;26;RGF93 / Lambert 93;67176;Gundershoffen;67;Bas-Rhin;44;Grand Est;CR166;;;;;;;;A3250210;A32-0210;;2;Station qualité située sur un cours d'eau;;1997-01-01;;2019-11-06;;LE FALKENSTEINBACH À GUNDERSHOFFEN;0;Nature de la station inconnue;170;;;;193.19
02041950;LA ZINSEL DU NORD À HAGUENAU;;1046998;6869941;26;RGF93 / Lambert 93;67180;Haguenau;67;Bas-Rhin;44;Grand Est;CR166;;;;;;;;A3260200;A32-0200;;2;Station qualité située sur un cours d'eau;;1994-01-01;;2022-04-07;;LA ZINSEL DU NORD À HAGUENAU;0;Nature de la station inconnue;152;;;;339.36
02042000;LA MODER À SCHWEIGHOUSE-SUR-MODER (A);;1047895;6868552;26;RGF93 / Lambert 93;67458;Schweighouse-sur-Moder;67;Bas-Rhin;44;Grand Est;CR154;;;;;;;;A3300100;A3--0100;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2018-05-07;;LA MODER À SCHWEIGHOUSE-SUR-MODER (A);0;Nature de la station inconnue;148;;;;622.79
02042050;LE LOMDGRABEN À SCHWEIGHOUSE-SUR-MODER;;1047983;6868222;26;RGF93 / Lambert 93;67458;Schweighouse-sur-Moder;67;Bas-Rhin;44;Grand Est;CR170;;;;;;;;A3300310;A3300310;;2;Station qualité située sur un cours d'eau;;2006-01-01;2027-12-31;2023-09-25;;LE LOMDGRABEN À SCHWEIGHOUSE-SUR-MODER;0;Nature de la station inconnue;0;;;;
02042500;LA MODER À BISCHWILLER;;1058121;6862722;26;RGF93 / Lambert 93;67046;Bischwiller;67;Bas-Rhin;44;Grand Est;CR155;;;;;;;;A3320100;A3--0100;;2;Station qualité située sur un cours d'eau;;1972-01-01;;2020-12-07;;LA MODER À BISCHWILLER;0;Nature de la station inconnue;126;;;;713.5
02042520;LE WASCHGRABEN À BISCHWILLER;;1059337;6861466;26;RGF93 / Lambert 93;67046;Bischwiller;67;Bas-Rhin;44;Grand Est;CR172;;;;;;;;A3320320;A3320320;;2;Station qualité située sur un cours d'eau;;2008-01-01;;2023-03-20;;LE WASCHGRABEN À BISCHWILLER;0;Nature de la station inconnue;125;;;;
02042555;LE KESSELGRABEN À ROHRWILLER;;1059802;6861165;26;RGF93 / Lambert 93;67407;Rohrwiller;67;Bas-Rhin;44;Grand Est;CR173;;;;;;;;A3320540;A3320540;;2;Station qualité située sur un cours d'eau;;2008-01-01;2020-12-31;2021-01-14;;LE KESSELGRABEN À ROHRWILLER;0;Nature de la station inconnue;125;;;;
02042700;LA ZORN À HASELBOURG;;1009150;6851803;26;RGF93 / Lambert 93;57300;Haselbourg;57;Moselle;44;Grand Est;CR174;;;;;;;;A3400200;A34-0200;;2;Station qualité située sur un cours d'eau;;1988-01-01;;2016-07-22;;LA ZORN À HASELBOURG;0;Nature de la station inconnue;238;;;;75.81
02043000;LA ZORN À SAVERNE;;1019822;6857852;26;RGF93 / Lambert 93;67437;Saverne;67;Bas-Rhin;44;Grand Est;CR175;;;;;;;;A3420200;A34-0200;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2019-11-06;;LA ZORN À SAVERNE;0;Nature de la station inconnue;189;;;;190.08
02043298;LE NESSELBACH À ECKARTSWILLER;;1016301;6863968;26;RGF93 / Lambert 93;67133;Eschbourg;67;Bas-Rhin;44;Grand Est;;;;;;;;;A3430700;;;2;Station qualité située sur un cours d'eau;Code Natura 2000 : FR4201799 / Libellé NATURA 2000 : Vosges du Nord;2019-01-01;2019-12-31;2019-08-08;;LE NESSELBACH À ECKARTSWILLER;0;Nature de la station inconnue;194;;;;
02043300;LA ZINSEL DU SUD À ECKARTSWILLER (OBERHOF);;1016457;6864161;26;RGF93 / Lambert 93;67117;Eckartswiller;67;Bas-Rhin;44;Grand Est;CR180;;;;;;;;A3430210;A34-0210;;2;Station qualité située sur un cours d'eau;;2000-01-01;2026-12-31;2022-07-27;;LA ZINSEL DU SUD À ECKARTSWILLER (OBERHOF);0;Nature de la station inconnue;193;;;;21.38
02043350;LE FISCHBACH À NEUWILLER-LES-SAVERNE;;1019121;6864316;26;RGF93 / Lambert 93;67322;Neuwiller-lès-Saverne;67;Bas-Rhin;44;Grand Est;CR188;;;;;;;;A3430930;A3430930;;2;Station qualité située sur un cours d'eau;;2002-01-01;2021-12-31;2023-09-15;;LE FISCHBACH À NEUWILLER-LES-SAVERNE;0;Nature de la station inconnue;193;;;;
02043450;LE GRIESBAECHEL À BOUXWILLER;;1025728;6866117;26;RGF93 / Lambert 93;67061;Bouxwiller;67;Bas-Rhin;44;Grand Est;CR189;;;;;;;;A3440640;A3440640;;2;Station qualité située sur un cours d'eau;;2008-01-01;2019-12-31;2019-05-06;;LE GRIESBAECHEL À BOUXWILLER;0;Nature de la station inconnue;186;;;;
02043500;LA ZINSEL DU SUD À HATTMATT;;1025007;6863716;26;RGF93 / Lambert 93;67185;Hattmatt;67;Bas-Rhin;44;Grand Est;CR181;;;;;;;;A3440210;A34-0210;;2;Station qualité située sur un cours d'eau;;1993-01-01;;2023-02-17;;LA ZINSEL DU SUD À HATTMATT;0;Nature de la station inconnue;177;;;;166.51
02043600;LA ZORN À STEINBOURG;;1024787;6860682;26;RGF93 / Lambert 93;67478;Steinbourg;67;Bas-Rhin;44;Grand Est;CR176;;;;;;;;A3450200;A34-0200;;2;Station qualité située sur un cours d'eau;;1993-01-01;;2023-03-17;;LA ZORN À STEINBOURG;0;Nature de la station inconnue;173;;;;395.25
02043655;LE KUHBACH À OTTERSWILLER;;1021796;6855499;26;RGF93 / Lambert 93;67367;Otterswiller;67;Bas-Rhin;44;Grand Est;CR190;;;;;;;;A3450600;A3450600;;2;Station qualité située sur un cours d'eau;;2007-01-01;2027-12-31;2023-09-25;;LE KUHBACH À OTTERSWILLER;0;Nature de la station inconnue;193;;;;
02043660;LA MOSSEL À OTTERSWILLER;;1022243;6856278;26;RGF93 / Lambert 93;67367;Otterswiller;67;Bas-Rhin;44;Grand Est;CR190;;;;;;;;A3450400;A3450400;;2;Station qualité située sur un cours d'eau;;2000-01-01;2018-12-31;2019-11-05;;LA MOSSEL À OTTERSWILLER;0;Nature de la station inconnue;189;;;;
02043680;LE LIENBACH À GOTTESHEIM;;1029622;6862415;26;RGF93 / Lambert 93;67162;Gottesheim;67;Bas-Rhin;44;Grand Est;CR191;;;;;;;;A3460490;A3460490;;2;Station qualité située sur un cours d'eau;;2008-01-01;;2022-04-05;;LE LIENBACH À GOTTESHEIM;0;Nature de la station inconnue;193;;;;
02043690;LE LITTENHEIM À INGENHEIM;;1032464;6857930;26;RGF93 / Lambert 93;67220;Ingenheim;67;Bas-Rhin;44;Grand Est;CR192;;;;;;;;A3460600;A3460600;;2;Station qualité située sur un cours d'eau;;2008-01-01;;2022-04-05;;LE LITTENHEIM À INGENHEIM;0;Nature de la station inconnue;164;;;;
02043700;LA ZORN À HOCHFELDEN;;1035589;6860191;26;RGF93 / Lambert 93;67202;Hochfelden;67;Bas-Rhin;44;Grand Est;CR177;;;;;;;;A3470200;A34-0200;;2;Station qualité située sur un cours d'eau;;2000-01-01;2023-12-31;2023-09-25;;LA ZORN À HOCHFELDEN;0;Nature de la station inconnue;158;;;;532.43
02043725;LE ROHRBACH À LANDERSHEIM;;1032785;6852032;26;RGF93 / Lambert 93;67258;Landersheim;67;Bas-Rhin;44;Grand Est;CR193;;;;;;;;A3470380;A3470380;;2;Station qualité située sur un cours d'eau;;2002-01-01;;2022-03-08;;LE ROHRBACH À LANDERSHEIM;0;Nature de la station inconnue;187;;;;32.41
02043750;LE ROHRBACH À HOCHFELDEN;;1036152;6859617;26;RGF93 / Lambert 93;67202;Hochfelden;67;Bas-Rhin;44;Grand Est;CR193;;;;;;;;A3470380;A3470380;;2;Station qualité située sur un cours d'eau;;2000-01-01;;2023-04-12;;LE ROHRBACH À HOCHFELDEN;0;Nature de la station inconnue;159;;;;66.89
02043775;LE BACHGRABEN À HOCHFELDEN;;1036723;6860443;26;RGF93 / Lambert 93;67202;Hochfelden;67;Bas-Rhin;44;Grand Est;CR194;;;;;;;;A3470800;A3470800;;2;Station qualité située sur un cours d'eau;;2002-01-01;;2023-04-12;;LE BACHGRABEN À HOCHFELDEN;0;Nature de la station inconnue;158;;;;37.44
02043800;LA ZORN À WALTENHEIM-SUR-ZORN;;1040488;6859929;26;RGF93 / Lambert 93;67516;Waltenheim-sur-Zorn;67;Bas-Rhin;44;Grand Est;CR178;;;;;;;;A3480200;A34-0200;;2;Station qualité située sur un cours d'eau;;1999-04-01;2026-12-31;2023-03-20;;LA ZORN À WALTENHEIM-SUR-ZORN;0;Nature de la station inconnue;150;;;;
02043860;LE SALTENBACH À BRUMATH;;1047225;6858698;26;RGF93 / Lambert 93;67067;Brumath;67;Bas-Rhin;44;Grand Est;CR196;;;;;;;;A3480820;A3480820;;2;Station qualité située sur un cours d'eau;;2008-01-01;;2023-09-25;;LE SALTENBACH À BRUMATH;0;Nature de la station inconnue;149;;;;
02044000;LA ZORN À BIETLENHEIM;;1051075;6856353;26;RGF93 / Lambert 93;67038;Bietlenheim;67;Bas-Rhin;44;Grand Est;CR179;;;;;;;;A3490200;A34-0200;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2019-05-06;;LA ZORN À BIETLENHEIM;0;Nature de la station inconnue;135;;;;745.2
02044100;LA ZORN À WEYERSHEIM;;1056899;6856284;26;RGF93 / Lambert 93;67529;Weyersheim;67;Bas-Rhin;44;Grand Est;CR179;;;;;;;;A3490200;A34-0200;;2;Station qualité située sur un cours d'eau;;2000-01-01;;2023-09-25;;LA ZORN À WEYERSHEIM;0;Nature de la station inconnue;130;;;;
02044300;LE LANDGRABEN À VENDENHEIM;;1052981;6851720;26;RGF93 / Lambert 93;67205;Hœrdt;67;Bas-Rhin;44;Grand Est;CR197;;;;;;;;A3520200;A35-0200;;2;Station qualité située sur un cours d'eau;;1997-01-01;;2020-01-30;;LE LANDGRABEN À VENDENHEIM;0;Nature de la station inconnue;133;;;;77.2
02044400;LE LANDGRABEN À DRUSENHEIM;;1064417;6862231;26;RGF93 / Lambert 93;67106;Drusenheim;67;Bas-Rhin;44;Grand Est;CR197;;;;;;;;A3530200;A35-0200;;2;Station qualité située sur un cours d'eau;;2008-01-01;2027-12-31;2023-09-25;;LE LANDGRABEN À DRUSENHEIM;0;Nature de la station inconnue;123;;;;
02045000;LA MODER À DRUSENHEIM;;1063730;6862656;26;RGF93 / Lambert 93;67106;Drusenheim;67;Bas-Rhin;44;Grand Est;CR155;;;;;;;;A3500100;A3--0100;;2;Station qualité située sur un cours d'eau;;1967-01-01;;2022-11-29;;LA MODER À DRUSENHEIM;0;Nature de la station inconnue;123;;;;1542.8
